,census_code,label
327,B19037E_054E,"Estimate!!Total:!!Householder 65 years and over:!!Less than $10,000"
328,B12002F_010E,Estimate!!Total:!!Female:!!Now married (except separated)
329,B25027_005E,Estimate!!Total:!!Housing units with a mortgage:!!Householder 45 to 54 years
330,B25027_004E,Estimate!!Total:!!Housing units with a mortgage:!!Householder 35 to 44 years
331,B25014H_001E,Estimate!!Total:
332,B24042_009E,"Estimate!!Male:!!Transportation and warehousing, and utilities:"
333,B24116_492E,Estimate!!Total:!!Tool and die makers
334,B19037E_053E,Estimate!!Total:!!Householder 65 years and over:
335,B12006_007E,Estimate!!Total:!!Never married:!!Male:!!Not in labor force
336,B20005_004E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!No earnings"
337,B25027_001E,Estimate!!Total:
338,B25061_002E,Estimate!!Total:!!Less than $100
339,B12006_006E,Estimate!!Total:!!Never married:!!Male:!!In labor force:!!Unemployed
340,B20005_005E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:"
341,B08134_099E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!45 to 59 minutes
342,B25027_002E,Estimate!!Total:!!Housing units with a mortgage:
343,B25061_001E,Estimate!!Total:
344,B12006_009E,Estimate!!Total:!!Never married:!!Female:!!In labor force:
345,B20005_002E,Estimate!!Total:!!Male:
346,B25061_004E,Estimate!!Total:!!$150 to $199
347,B12006_008E,Estimate!!Total:!!Never married:!!Female:
348,B20005_003E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:"
349,B25061_003E,Estimate!!Total:!!$100 to $149
350,B08134_096E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!25 to 29 minutes
351,B25061_006E,Estimate!!Total:!!$250 to $299
352,B20005_008E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$5,000 to $7,499"
353,B08134_095E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!20 to 24 minutes
354,B25061_005E,Estimate!!Total:!!$200 to $249
355,B20005_009E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$7,500 to $9,999"
356,B20005_006E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$1 to $2,499 or loss"
357,B08134_098E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!35 to 44 minutes
358,B25061_008E,Estimate!!Total:!!$350 to $399
359,B20005_007E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$2,500 to $4,999"
360,B08134_097E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!30 to 34 minutes
361,B25061_007E,Estimate!!Total:!!$300 to $349
362,B07004HPR_002E,Estimate!!Total:!!Same house 1 year ago
363,B08119_001E,Estimate!!Total:
364,B12006_010E,Estimate!!Total:!!Never married:!!Female:!!In labor force:!!Employed or in Armed Forces
365,B17008_002E,Estimate!!Aggregate income deficit in the past 12 months of unrelated individuals (dollars):!!Male (dollars)
366,B07004HPR_001E,Estimate!!Total:
367,B17008_001E,Estimate!!Aggregate income deficit in the past 12 months of unrelated individuals (dollars):
368,B12006_013E,Estimate!!Total:!!Now married (except separated):
369,B12006_012E,Estimate!!Total:!!Never married:!!Female:!!Not in labor force
370,B12006_011E,Estimate!!Total:!!Never married:!!Female:!!In labor force:!!Unemployed
371,B12006_015E,Estimate!!Total:!!Now married (except separated):!!Male:!!In labor force:
372,B08119_006E,"Estimate!!Total:!!$35,000 to $49,999"
373,UA,Geography
374,B25041_004E,Estimate!!Total:!!2 bedrooms
375,B17020E_001E,Estimate!!Total:
376,B08119_005E,"Estimate!!Total:!!$25,000 to $34,999"
377,B12006_014E,Estimate!!Total:!!Now married (except separated):!!Male:
378,B25041_003E,Estimate!!Total:!!1 bedroom
379,B08119_004E,"Estimate!!Total:!!$15,000 to $24,999"
380,B20005_001E,Estimate!!Total:
381,B12006_017E,Estimate!!Total:!!Now married (except separated):!!Male:!!In labor force:!!Unemployed
382,B25041_002E,Estimate!!Total:!!No bedroom
383,B08119_003E,"Estimate!!Total:!!$10,000 to $14,999"
384,B12006_016E,Estimate!!Total:!!Now married (except separated):!!Male:!!In labor force:!!Employed or in Armed Forces
385,B25041_001E,Estimate!!Total:
386,B08119_002E,"Estimate!!Total:!!$1 to $9,999 or loss"
387,B24042_006E,Estimate!!Male:!!Manufacturing
388,B17020E_005E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!12 to 17 years
389,B20005A_003E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:"
390,B19037E_044E,"Estimate!!Total:!!Householder 45 to 64 years:!!$40,000 to $44,999"
391,B08119_009E,"Estimate!!Total:!!$75,000 or more"
392,B17020E_004E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!6 to 11 years
393,B20005A_002E,Estimate!!Total:!!Male:
394,B24042_007E,Estimate!!Male:!!Wholesale trade
395,B19037E_043E,"Estimate!!Total:!!Householder 45 to 64 years:!!$35,000 to $39,999"
396,B24116_490E,"Estimate!!Total:!!Model makers and patternmakers, metal and plastic"
397,B08119_008E,"Estimate!!Total:!!$65,000 to $74,999"
398,B24042_004E,"Estimate!!Male:!!Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction"
399,B20005A_005E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:"
400,B19037E_046E,"Estimate!!Total:!!Householder 45 to 64 years:!!$50,000 to $59,999"
401,B17020E_003E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!Under 6 years
402,B08119_007E,"Estimate!!Total:!!$50,000 to $64,999"
403,B24042_005E,Estimate!!Male:!!Construction
404,B20005A_004E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!No earnings"
405,B17020E_002E,Estimate!!Total:!!Income in the past 12 months below poverty level:
406,B19037E_045E,"Estimate!!Total:!!Householder 45 to 64 years:!!$45,000 to $49,999"
407,B17020E_009E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!85 years and over
408,B20005A_007E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$2,500 to $4,999"
409,B19037E_048E,"Estimate!!Total:!!Householder 45 to 64 years:!!$75,000 to $99,999"
410,B24042_002E,"Estimate!!Male:!!Agriculture, forestry, fishing and hunting, and mining:"
411,B17020E_008E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!75 to 84 years
412,B20005A_006E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$1 to $2,499 or loss"
413,B19037E_047E,"Estimate!!Total:!!Householder 45 to 64 years:!!$60,000 to $74,999"
414,B24042_003E,"Estimate!!Male:!!Agriculture, forestry, fishing and hunting, and mining:!!Agriculture, forestry, fishing and hunting"
415,B18140_001E,Estimate!!Total:
416,B08526_104E,Estimate!!Total:!!Worked from home:!!Public administration
417,B17020E_007E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!60 to 74 years
418,B18140_002E,Estimate!!Total:!!With a disability:
419,B08526_105E,Estimate!!Total:!!Worked from home:!!Armed forces
420,B17020E_006E,Estimate!!Total:!!Income in the past 12 months below poverty level:!!18 to 59 years
421,B20005A_009E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$7,500 to $9,999"
422,B20005A_008E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$5,000 to $7,499"
423,B19037E_049E,"Estimate!!Total:!!Householder 45 to 64 years:!!$100,000 to $124,999"
424,B18140_003E,Estimate!!Total:!!With a disability:!!Male
425,B24042_001E,Estimate!!Male:
426,B08526_102E,"Estimate!!Total:!!Worked from home:!!Arts, entertainment, and recreation, and accommodation and food services"
427,B08526_103E,Estimate!!Total:!!Worked from home:!!Other services (except public administration)
428,B08526_100E,"Estimate!!Total:!!Worked from home:!!Professional, scientific, and management, and administrative and waste management services"
429,B08526_101E,"Estimate!!Total:!!Worked from home:!!Educational services, and health care and social assistance"
430,B19037E_040E,"Estimate!!Total:!!Householder 45 to 64 years:!!$20,000 to $24,999"
431,B19037E_042E,"Estimate!!Total:!!Householder 45 to 64 years:!!$30,000 to $34,999"
432,B19037E_041E,"Estimate!!Total:!!Householder 45 to 64 years:!!$25,000 to $29,999"
433,B12006_019E,Estimate!!Total:!!Now married (except separated):!!Female:
434,B20005_016E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$25,000 to $29,999"
435,B02014_053E,"Estimate!!Total:!!Alaska Native tribes, not specified"
436,B12006_018E,Estimate!!Total:!!Now married (except separated):!!Male:!!Not in labor force
437,B20005_017E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$30,000 to $34,999"
438,B02014_052E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Yup'ik"
439,B20005_014E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$20,000 to $22,499"
440,B02014_051E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Tsimshian"
441,B20005_015E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$22,500 to $24,999"
442,B02014_050E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Tlingit-Haida"
443,B01001B_030E,Estimate!!Total:!!Female:!!75 to 84 years
444,B07004HPR_006E,Estimate!!Total:!!Moved from elsewhere
445,B07004HPR_005E,Estimate!!Total:!!Moved from the United States
446,B01001B_031E,Estimate!!Total:!!Female:!!85 years and over
447,B07004HPR_004E,Estimate!!Total:!!Moved from different municipio
448,B20005_018E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$35,000 to $39,999"
449,B02014_055E,Estimate!!Total:!!Two or More American Indian or Alaska Native Tribes
450,B07004HPR_003E,Estimate!!Total:!!Moved within same municipio
451,B02014_054E,"Estimate!!Total:!!American Indian or Alaska Native tribes, not specified"
452,B17008_003E,Estimate!!Aggregate income deficit in the past 12 months of unrelated individuals (dollars):!!Female (dollars)
453,B20005_019E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$40,000 to $44,999"
454,B17022_009E,Estimate!!Total:!!Under 1.30:!!Other family:
455,B02014_049E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Inupiat"
456,B08119_013E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$15,000 to $24,999"
457,B12006_022E,Estimate!!Total:!!Now married (except separated):!!Female:!!In labor force:!!Unemployed
458,B24042_010E,"Estimate!!Male:!!Transportation and warehousing, and utilities:!!Transportation and warehousing"
459,B08119_012E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$10,000 to $14,999"
460,B02014_048E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Aleut"
461,B19037E_039E,"Estimate!!Total:!!Householder 45 to 64 years:!!$15,000 to $19,999"
462,B12006_021E,Estimate!!Total:!!Now married (except separated):!!Female:!!In labor force:!!Employed or in Armed Forces
463,B24042_011E,"Estimate!!Male:!!Transportation and warehousing, and utilities:!!Utilities"
464,B12006_025E,Estimate!!Total:!!Separated:!!Male:
465,B08119_011E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$1 to $9,999 or loss"
466,B02014_047E,"Estimate!!Total:!!Alaska Native tribes, specified:!!Alaskan Athabascan"
467,B12006_024E,Estimate!!Total:!!Separated:
468,B08119_010E,"Estimate!!Total:!!Car, truck, or van - drove alone:"
469,B02014_046E,"Estimate!!Total:!!Alaska Native tribes, specified:"
470,B16005F_001E,Estimate!!Total:
471,B12006_023E,Estimate!!Total:!!Now married (except separated):!!Female:!!Not in labor force
472,B12006_027E,Estimate!!Total:!!Separated:!!Male:!!In labor force:!!Employed or in Armed Forces
473,B08119_018E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$75,000 or more"
474,B17022_005E,Estimate!!Total:!!Under 1.30:!!Married-couple family:!!With related children of the householder under 18 years:!!Under 5 years only
475,B20005_012E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$15,000 to $17,499"
476,B12006_026E,Estimate!!Total:!!Separated:!!Male:!!In labor force:
477,B17022_006E,Estimate!!Total:!!Under 1.30:!!Married-couple family:!!With related children of the householder under 18 years:!!Under 5 years and 5 to 17 years
478,B08119_017E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$65,000 to $74,999"
479,B08119_016E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$50,000 to $64,999"
480,B20005_013E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$17,500 to $19,999"
481,B12006_029E,Estimate!!Total:!!Separated:!!Male:!!Not in labor force
482,B17022_007E,Estimate!!Total:!!Under 1.30:!!Married-couple family:!!With related children of the householder under 18 years:!!5 to 17 years only
483,B08119_015E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$35,000 to $49,999"
484,B12006_028E,Estimate!!Total:!!Separated:!!Male:!!In labor force:!!Unemployed
485,B20005_010E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$10,000 to $12,499"
486,B17022_008E,Estimate!!Total:!!Under 1.30:!!Married-couple family:!!No related children of the householder under 18 years
487,B08119_014E,"Estimate!!Total:!!Car, truck, or van - drove alone:!!$25,000 to $34,999"
488,B20005_011E,"Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:!!With earnings:!!$12,500 to $14,999"
489,B17022_001E,Estimate!!Total:
490,B24042_018E,"Estimate!!Male:!!Professional, scientific, and management, and administrative, and waste management services:!!Management of companies and enterprises"
491,B16005F_006E,"Estimate!!Total:!!Native:!!Speak another language:!!Speak English less than ""very well"""
492,B19037E_032E,"Estimate!!Total:!!Householder 25 to 44 years:!!$100,000 to $124,999"
493,B17022_002E,Estimate!!Total:!!Under 1.30:
494,B24042_019E,"Estimate!!Male:!!Professional, scientific, and management, and administrative, and waste management services:!!Administrative and support and waste management services"
495,B16005F_007E,Estimate!!Total:!!Foreign born:
496,B19037E_031E,"Estimate!!Total:!!Householder 25 to 44 years:!!$75,000 to $99,999"
497,B17022_003E,Estimate!!Total:!!Under 1.30:!!Married-couple family:
498,B24042_016E,"Estimate!!Male:!!Professional, scientific, and management, and administrative, and waste management services:"
499,B16005F_008E,Estimate!!Total:!!Foreign born:!!Speak only English
500,B19037E_034E,"Estimate!!Total:!!Householder 25 to 44 years:!!$150,000 to $199,999"
501,B17022_004E,Estimate!!Total:!!Under 1.30:!!Married-couple family:!!With related children of the householder under 18 years:
502,B08119_019E,"Estimate!!Total:!!Car, truck, or van - carpooled:"
503,B24042_017E,"Estimate!!Male:!!Professional, scientific, and management, and administrative, and waste management services:!!Professional, scientific, and technical services"
504,B19037E_033E,"Estimate!!Total:!!Householder 25 to 44 years:!!$125,000 to $149,999"
505,B16005F_009E,Estimate!!Total:!!Foreign born:!!Speak another language:
506,B19037E_036E,Estimate!!Total:!!Householder 45 to 64 years:
507,B24042_014E,"Estimate!!Male:!!Finance and insurance, and real estate, and rental and leasing:!!Finance and insurance"
508,B16005F_002E,Estimate!!Total:!!Native:
509,B24042_015E,"Estimate!!Male:!!Finance and insurance, and real estate, and rental and leasing:!!Real estate and rental and leasing"
510,B19037E_035E,"Estimate!!Total:!!Householder 25 to 44 years:!!$200,000 or more"
511,B16005F_003E,Estimate!!Total:!!Native:!!Speak only English
512,B19037E_038E,"Estimate!!Total:!!Householder 45 to 64 years:!!$10,000 to $14,999"
513,B16005F_004E,Estimate!!Total:!!Native:!!Speak another language:
